municipality,muni_code,value_as_of_date,scraped_at,taxable_value,exempt_value,purta_value,all_real_estate,median_residential_value,scrape_week,taxable_value_wow_change,taxable_value_wow_pct,year,taxable_value_ytd_change,taxable_value_ytd_pct
Borough of Springdale,853,2026-02-27,2026-03-01 21:38:38.895435,145107390,40059300,238900,185405590,82200,2026-02-27,0,0,2026,0,0
Borough of Springdale,853,2026-03-06,2026-03-08 21:38:58.137417,145107390,40059300,238900,185405590,82200,2026-03-06,0,0,2026,0,0
Borough of Springdale,853,2026-03-20,2026-03-22 21:41:30.206378,145107390,40059300,238900,185405590,82200,2026-03-20,0,0,2026,0,0
Borough of Springdale,853,2026-03-27,2026-03-29 21:48:12.885187,145107390,40059300,238900,185405590,82200,2026-03-27,0,0,2026,0,0
Borough of Springdale,853,2026-04-03,2026-04-05 21:48:27.665365,145107390,40059300,238900,185405590,82200,2026-04-03,0,0,2026,0,0
Borough of Springdale,853,2026-04-10,2026-04-12 21:50:22.887205,145107390,40059300,238900,185405590,82200,2026-04-10,0,0,2026,0,0
Borough of Springdale,853,2026-04-17,2026-04-19 21:51:20.360407,145033490,40133200,238900,185405590,82200,2026-04-17,-73900,-0.0509,2026,-73900,-0.0509
Borough of Swissvale,854,2026-01-09,2026-01-13 16:48:23,344156275,40961000,74000,385191275,65300,2026-01-16,NA,NA,2026,0,0
Borough of Swissvale,854,2026-01-23,2026-01-31 03:22:05.315783,344394975,40961000,74000,385429975,65300,2026-01-30,238700,0.0694,2026,238700,0.0694
Borough of Swissvale,854,2026-01-30,2026-02-02 20:52:34.622469,344422875,40961000,74000,385457875,65300,2026-02-06,27900,0.0081,2026,266600,0.0775
Borough of Swissvale,854,2026-02-06,2026-02-08 19:27:54.619786,344422875,40961000,74000,385457875,65300,2026-02-13,0,0,2026,266600,0.0775
Borough of Swissvale,854,2026-02-13,2026-02-15 11:34:25.829095,344515975,40961000,74000,385550975,65400,2026-02-13,93100,0.027,2026,359700,0.1045
Borough of Swissvale,854,2026-02-20,2026-02-22 21:28:26.28573,344455875,40961000,74000,385490875,65400,2026-02-27,-60100,-0.0174,2026,299600,0.0871
Borough of Swissvale,854,2026-02-27,2026-03-01 21:38:42.95578,344455875,40961000,74000,385490875,65400,2026-02-27,0,0,2026,299600,0.0871
Borough of Swissvale,854,2026-03-06,2026-03-08 21:39:01.76483,344414075,40961000,74000,385449075,65400,2026-03-06,-41800,-0.0121,2026,257800,0.0749
Borough of Swissvale,854,2026-03-20,2026-03-22 21:41:34.317221,344468675,40961000,74000,385503675,65400,2026-03-20,54600,0.0159,2026,312400,0.0908
Borough of Swissvale,854,2026-03-27,2026-03-29 21:48:17.058892,344468675,40961000,74000,385503675,65400,2026-03-27,0,0,2026,312400,0.0908
Borough of Swissvale,854,2026-04-03,2026-04-05 21:48:31.73404,344465475,40961000,74000,385500475,65400,2026-04-03,-3200,-9e-4,2026,309200,0.0898
Borough of Swissvale,854,2026-04-10,2026-04-12 21:50:26.966405,344465475,40961000,74000,385500475,65400,2026-04-10,0,0,2026,309200,0.0898
Borough of Swissvale,854,2026-04-17,2026-04-19 21:51:23.842109,344465475,40961000,74000,385500475,65400,2026-04-17,0,0,2026,309200,0.0898
Borough of Tarentum,855,2026-01-09,2026-01-13 16:48:25,107623645,33168200,223800,141015645,40100,2026-01-16,NA,NA,2026,0,0
Borough of Tarentum,855,2026-01-23,2026-01-31 03:22:06.735726,107558445,33168200,223800,140950445,40100,2026-01-30,-65200,-0.0606,2026,-65200,-0.0606
Borough of Tarentum,855,2026-01-30,2026-02-02 20:52:35.90624,107558445,33168200,223800,140950445,40100,2026-02-06,0,0,2026,-65200,-0.0606
Borough of Tarentum,855,2026-02-06,2026-02-08 19:27:55.986729,107558445,33168200,223800,140950445,40100,2026-02-13,0,0,2026,-65200,-0.0606
Borough of Tarentum,855,2026-02-13,2026-02-15 11:34:27.040523,107558445,33168200,223800,140950445,40100,2026-02-13,0,0,2026,-65200,-0.0606
Borough of Tarentum,855,2026-02-20,2026-02-22 21:28:27.63149,107553345,33168200,223800,140945345,40100,2026-02-27,-5100,-0.0047,2026,-70300,-0.0653
Borough of Tarentum,855,2026-02-27,2026-03-01 21:38:44.371087,107553345,33168200,223800,140945345,40100,2026-02-27,0,0,2026,-70300,-0.0653
Borough of Tarentum,855,2026-03-06,2026-03-08 21:39:02.952798,107553345,33168200,223800,140945345,40100,2026-03-06,0,0,2026,-70300,-0.0653
Borough of Tarentum,855,2026-03-20,2026-03-22 21:41:35.69221,107553345,33168200,223800,140945345,40100,2026-03-20,0,0,2026,-70300,-0.0653
Borough of Tarentum,855,2026-03-27,2026-03-29 21:48:18.4405,107553345,33168200,223800,140945345,40100,2026-03-27,0,0,2026,-70300,-0.0653
Borough of Tarentum,855,2026-04-03,2026-04-05 21:48:33.055879,107634755,33168200,223800,141026755,40100,2026-04-03,81410,0.0757,2026,11110,0.0103
Borough of Tarentum,855,2026-04-10,2026-04-12 21:50:28.336323,107634755,33168200,223800,141026755,40100,2026-04-10,0,0,2026,11110,0.0103
Borough of Tarentum,855,2026-04-17,2026-04-19 21:51:24.995775,107634755,33168200,223800,141026755,40100,2026-04-17,0,0,2026,11110,0.0103
Borough of Thornburg,856,2026-01-09,2026-01-13 16:48:26,60092700,1347600,19586,61459886,227800,2026-01-16,NA,NA,2026,0,0
Borough of Thornburg,856,2026-01-23,2026-01-31 03:22:08.132731,60092700,1347600,19586,61459886,227800,2026-01-30,0,0,2026,0,0
Borough of Thornburg,856,2026-01-30,2026-02-02 20:52:37.304617,60092700,1347600,19586,61459886,227800,2026-02-06,0,0,2026,0,0
Borough of Thornburg,856,2026-02-06,2026-02-08 19:27:57.254727,60092700,1347600,19586,61459886,227800,2026-02-13,0,0,2026,0,0
Borough of Thornburg,856,2026-02-13,2026-02-15 11:34:28.255687,60092700,1347600,19586,61459886,227800,2026-02-13,0,0,2026,0,0
Borough of Thornburg,856,2026-02-20,2026-02-22 21:28:29.114226,60092700,1347600,19586,61459886,227800,2026-02-27,0,0,2026,0,0
Borough of Thornburg,856,2026-02-27,2026-03-01 21:38:45.743653,60092700,1347600,19586,61459886,227800,2026-02-27,0,0,2026,0,0
Borough of Thornburg,856,2026-03-06,2026-03-08 21:39:04.136957,60092700,1347600,19586,61459886,227800,2026-03-06,0,0,2026,0,0
Borough of Thornburg,856,2026-03-20,2026-03-22 21:41:37.050618,60092700,1347600,19586,61459886,227800,2026-03-20,0,0,2026,0,0
Borough of Thornburg,856,2026-03-27,2026-03-29 21:48:19.829665,60092700,1347600,19586,61459886,227800,2026-03-27,0,0,2026,0,0
Borough of Thornburg,856,2026-04-03,2026-04-05 21:48:34.428348,60092700,1347600,19586,61459886,227800,2026-04-03,0,0,2026,0,0
Borough of Thornburg,856,2026-04-10,2026-04-12 21:50:29.688565,60092700,1347600,19586,61459886,227800,2026-04-10,0,0,2026,0,0
Borough of Thornburg,856,2026-04-17,2026-04-19 21:51:26.152738,60092700,1347600,19586,61459886,227800,2026-04-17,0,0,2026,0,0
Borough of Trafford,857,2026-01-09,2026-01-13 16:48:27,3365900,0,7100,3373000,71050,2026-01-16,NA,NA,2026,0,0
Borough of Trafford,857,2026-01-23,2026-01-31 03:22:09.569634,3365900,0,7100,3373000,71050,2026-01-30,0,0,2026,0,0
Borough of Trafford,857,2026-01-30,2026-02-02 20:52:38.558466,3365900,0,7100,3373000,71050,2026-02-06,0,0,2026,0,0
Borough of Trafford,857,2026-02-06,2026-02-08 19:27:58.590621,3365900,0,7100,3373000,71050,2026-02-13,0,0,2026,0,0
Borough of Trafford,857,2026-02-13,2026-02-15 11:34:29.917377,3365900,0,7100,3373000,71050,2026-02-13,0,0,2026,0,0
Borough of Trafford,857,2026-02-20,2026-02-22 21:28:30.481836,3365900,0,7100,3373000,71050,2026-02-27,0,0,2026,0,0
Borough of Trafford,857,2026-02-27,2026-03-01 21:38:47.101022,3365900,0,7100,3373000,71050,2026-02-27,0,0,2026,0,0
Borough of Trafford,857,2026-03-06,2026-03-08 21:39:05.311639,3365900,0,7100,3373000,71050,2026-03-06,0,0,2026,0,0
Borough of Trafford,857,2026-03-20,2026-03-22 21:41:38.397105,3365900,0,7100,3373000,71050,2026-03-20,0,0,2026,0,0
Borough of Trafford,857,2026-03-27,2026-03-29 21:48:21.170497,3365900,0,7100,3373000,71050,2026-03-27,0,0,2026,0,0
Borough of Trafford,857,2026-04-03,2026-04-05 21:48:35.765935,3365900,0,7100,3373000,71050,2026-04-03,0,0,2026,0,0
Borough of Trafford,857,2026-04-10,2026-04-12 21:50:31.021269,3365900,0,7100,3373000,71050,2026-04-10,0,0,2026,0,0
Borough of Trafford,857,2026-04-17,2026-04-19 21:51:27.296054,3365900,0,7100,3373000,71050,2026-04-17,0,0,2026,0,0
Borough of Turtle Creek,858,2026-01-09,2026-01-13 16:48:29,111705659,31788500,444700,143938859,31100,2026-01-16,NA,NA,2026,0,0
Borough of Turtle Creek,858,2026-01-23,2026-01-31 03:22:10.96702,111773259,31788500,444700,144006459,31100,2026-01-30,67600,0.0605,2026,67600,0.0605
Borough of Turtle Creek,858,2026-01-30,2026-02-02 20:52:39.876175,111773759,31788500,444700,144006959,31100,2026-02-06,500,4e-4,2026,68100,0.061
Borough of Turtle Creek,858,2026-02-06,2026-02-08 19:27:59.865139,111773759,31788500,444700,144006959,31100,2026-02-13,0,0,2026,68100,0.061
Borough of Turtle Creek,858,2026-02-13,2026-02-15 11:34:31.207348,111773759,31788500,444700,144006959,31100,2026-02-13,0,0,2026,68100,0.061
Borough of Turtle Creek,858,2026-02-20,2026-02-22 21:28:31.915237,111718259,31788500,444700,143951459,31100,2026-02-27,-55500,-0.0497,2026,12600,0.0113
Borough of Turtle Creek,858,2026-02-27,2026-03-01 21:38:48.45018,111771259,31788500,444700,144004459,31100,2026-02-27,53000,0.0474,2026,65600,0.0587
Borough of Turtle Creek,858,2026-03-06,2026-03-08 21:39:06.516387,111768459,31788500,444700,144001659,31100,2026-03-06,-2800,-0.0025,2026,62800,0.0562
Borough of Turtle Creek,858,2026-03-20,2026-03-22 21:41:39.773618,111768459,31788500,444700,144001659,31100,2026-03-20,0,0,2026,62800,0.0562
Borough of Turtle Creek,858,2026-03-27,2026-03-29 21:48:22.542482,111768459,31788500,444700,144001659,31100,2026-03-27,0,0,2026,62800,0.0562
Borough of Turtle Creek,858,2026-04-03,2026-04-05 21:48:37.115784,109759959,31788500,444700,141993159,31100,2026-04-03,-2008500,-1.797,2026,-1945700,-1.7418
Borough of Turtle Creek,858,2026-04-10,2026-04-12 21:50:32.359828,109759959,31788500,444700,141993159,31100,2026-04-10,0,0,2026,-1945700,-1.7418
Borough of Turtle Creek,858,2026-04-17,2026-04-19 21:51:28.457352,109705659,31788500,444700,141938859,31100,2026-04-17,-54300,-0.0495,2026,-2000000,-1.7904
Borough of Verona,859,2026-01-09,2026-01-13 16:48:31,99630500,13323200,42900,112996600,52100,2026-01-16,NA,NA,2026,0,0
Borough of Verona,859,2026-01-23,2026-01-31 03:22:13.805118,99630500,13323200,42900,112996600,52100,2026-01-30,0,0,2026,0,0
Borough of Verona,859,2026-01-30,2026-02-02 20:52:42.58574,99630500,13323200,42900,112996600,52100,2026-02-06,0,0,2026,0,0
Borough of Verona,859,2026-02-06,2026-02-08 19:28:02.472357,99630500,13323200,42900,112996600,52100,2026-02-13,0,0,2026,0,0
Borough of Verona,859,2026-02-13,2026-02-15 11:34:33.690179,99630500,13323200,42900,112996600,52100,2026-02-13,0,0,2026,0,0
Borough of Verona,859,2026-02-20,2026-02-22 21:28:34.997042,99630500,13323200,42900,112996600,52100,2026-02-27,0,0,2026,0,0
Borough of Verona,859,2026-02-27,2026-03-01 21:38:51.138208,99630500,13323200,42900,112996600,52100,2026-02-27,0,0,2026,0,0
Borough of Verona,859,2026-03-06,2026-03-08 21:39:08.870913,99630500,13323200,42900,112996600,52100,2026-03-06,0,0,2026,0,0
Borough of Verona,859,2026-03-20,2026-03-22 21:41:42.52314,99630500,13323200,42900,112996600,52100,2026-03-20,0,0,2026,0,0
Borough of Verona,859,2026-03-27,2026-03-29 21:48:25.353869,99630500,13323200,42900,112996600,52100,2026-03-27,0,0,2026,0,0
Borough of Verona,859,2026-04-03,2026-04-05 21:48:39.776216,99630500,13323200,42900,112996600,52100,2026-04-03,0,0,2026,0,0
Borough of Verona,859,2026-04-10,2026-04-12 21:50:35.055806,99630500,13323200,42900,112996600,52100,2026-04-10,0,0,2026,0,0
Borough of Verona,859,2026-04-17,2026-04-19 21:51:30.784825,99630500,13323200,42900,112996600,52100,2026-04-17,0,0,2026,0,0
Borough of Versailles,860,2026-01-09,2026-01-13 16:48:32,44982315,3852700,95200,48930215,44000,2026-01-16,NA,NA,2026,0,0
Borough of Versailles,860,2026-01-23,2026-01-31 03:22:15.237625,44982315,3852700,95200,48930215,44000,2026-01-30,0,0,2026,0,0
Borough of Versailles,860,2026-01-30,2026-02-02 20:52:43.920959,44982315,3852700,95200,48930215,44000,2026-02-06,0,0,2026,0,0
Borough of Versailles,860,2026-02-06,2026-02-08 19:28:03.829359,44982315,3852700,95200,48930215,44000,2026-02-13,0,0,2026,0,0
Borough of Versailles,860,2026-02-13,2026-02-15 11:34:34.906306,44982315,3852700,95200,48930215,44000,2026-02-13,0,0,2026,0,0
Borough of Versailles,860,2026-02-20,2026-02-22 21:28:36.425899,44982315,3852700,95200,48930215,44000,2026-02-27,0,0,2026,0,0
Borough of Versailles,860,2026-02-27,2026-03-01 21:38:52.490413,44982315,3852700,95200,48930215,44000,2026-02-27,0,0,2026,0,0
Borough of Versailles,860,2026-03-06,2026-03-08 21:39:10.11959,44982315,3852700,95200,48930215,44000,2026-03-06,0,0,2026,0,0
Borough of Versailles,860,2026-03-20,2026-03-22 21:41:43.912218,44982315,3852700,95200,48930215,44000,2026-03-20,0,0,2026,0,0
Borough of Versailles,860,2026-03-27,2026-03-29 21:48:26.726424,44982315,3852700,95200,48930215,44000,2026-03-27,0,0,2026,0,0
Borough of Versailles,860,2026-04-03,2026-04-05 21:48:41.119777,44982315,3852700,95200,48930215,44000,2026-04-03,0,0,2026,0,0
Borough of Versailles,860,2026-04-10,2026-04-12 21:50:36.376353,44982315,3852700,95200,48930215,44000,2026-04-10,0,0,2026,0,0
Borough of Versailles,860,2026-04-17,2026-04-19 21:51:31.954548,44982315,3852700,95200,48930215,44000,2026-04-17,0,0,2026,0,0
Borough of Wall,861,2026-01-09,2026-01-13 16:48:34,13008600,4599200,3600,17611400,9050,2026-01-16,NA,NA,2026,0,0
Borough of Wall,861,2026-01-23,2026-01-31 03:22:16.651272,13008600,4599200,3600,17611400,9050,2026-01-30,0,0,2026,0,0
Borough of Wall,861,2026-01-30,2026-02-02 20:52:45.355563,13008600,4599200,3600,17611400,9050,2026-02-06,0,0,2026,0,0
Borough of Wall,861,2026-02-06,2026-02-08 19:28:05.107018,13008600,4599200,3600,17611400,9050,2026-02-13,0,0,2026,0,0
Borough of Wall,861,2026-02-13,2026-02-15 11:34:36.121997,13008600,4599200,3600,17611400,9050,2026-02-13,0,0,2026,0,0
Borough of Wall,861,2026-02-20,2026-02-22 21:28:38.046297,13008600,4599200,3600,17611400,9050,2026-02-27,0,0,2026,0,0
Borough of Wall,861,2026-02-27,2026-03-01 21:38:53.840815,12979300,4599200,3600,17582100,9050,2026-02-27,-29300,-0.2252,2026,-29300,-0.2252
Borough of Wall,861,2026-03-06,2026-03-08 21:39:11.305732,12979300,4599200,3600,17582100,9050,2026-03-06,0,0,2026,-29300,-0.2252
Borough of Wall,861,2026-03-20,2026-03-22 21:41:45.240165,12979300,4599200,3600,17582100,9050,2026-03-20,0,0,2026,-29300,-0.2252
Borough of Wall,861,2026-03-27,2026-03-29 21:48:28.110605,12979300,4599200,3600,17582100,9050,2026-03-27,0,0,2026,-29300,-0.2252
Borough of Wall,861,2026-04-03,2026-04-05 21:48:42.440307,12979300,4599200,3600,17582100,9050,2026-04-03,0,0,2026,-29300,-0.2252
Borough of Wall,861,2026-04-10,2026-04-12 21:50:37.713589,12979300,4599200,3600,17582100,9050,2026-04-10,0,0,2026,-29300,-0.2252
Borough of Wall,861,2026-04-17,2026-04-19 21:51:33.110172,12979300,4599200,3600,17582100,9050,2026-04-17,0,0,2026,-29300,-0.2252
Borough of West Elizabeth,862,2026-01-09,2026-01-13 16:48:36,15548000,2050700,13800,17612500,33500,2026-01-16,NA,NA,2026,0,0
Borough of West Elizabeth,862,2026-01-23,2026-01-31 03:22:19.462621,15548000,2050700,13800,17612500,33500,2026-01-30,0,0,2026,0,0
Borough of West Elizabeth,862,2026-01-30,2026-02-02 20:52:47.97703,15548000,2050700,13800,17612500,33500,2026-02-06,0,0,2026,0,0
Borough of West Elizabeth,862,2026-02-06,2026-02-08 19:28:07.743249,15548000,2050700,13800,17612500,33500,2026-02-13,0,0,2026,0,0
Borough of West Elizabeth,862,2026-02-13,2026-02-15 11:34:38.595349,15548000,2050700,13800,17612500,33500,2026-02-13,0,0,2026,0,0
Borough of West Elizabeth,862,2026-02-20,2026-02-22 21:28:41.015714,15548000,2050700,13800,17612500,33500,2026-02-27,0,0,2026,0,0
Borough of West Elizabeth,862,2026-02-27,2026-03-01 21:38:56.520753,15579600,2050700,13800,17644100,33500,2026-02-27,31600,0.2032,2026,31600,0.2032
Borough of West Elizabeth,862,2026-03-06,2026-03-08 21:39:13.675492,15579600,2050700,13800,17644100,33500,2026-03-06,0,0,2026,31600,0.2032
Borough of West Elizabeth,862,2026-03-20,2026-03-22 21:41:47.9617,15579600,2050700,13800,17644100,33500,2026-03-20,0,0,2026,31600,0.2032
Borough of West Elizabeth,862,2026-03-27,2026-03-29 21:48:30.848823,15579600,2050700,13800,17644100,33500,2026-03-27,0,0,2026,31600,0.2032
Borough of West Elizabeth,862,2026-04-03,2026-04-05 21:48:45.148549,15579600,2050700,13800,17644100,33500,2026-04-03,0,0,2026,31600,0.2032
Borough of West Elizabeth,862,2026-04-10,2026-04-12 21:50:40.462971,15579600,2050700,13800,17644100,33500,2026-04-10,0,0,2026,31600,0.2032
Borough of West Elizabeth,862,2026-04-17,2026-04-19 21:51:35.422892,15579600,2050700,13800,17644100,33500,2026-04-17,0,0,2026,31600,0.2032
Borough of West Homestead,863,2026-01-09,2026-01-13 16:48:38,139734842,4711000,96800,144542642,80300,2026-01-16,NA,NA,2026,0,0
Borough of West Homestead,863,2026-01-23,2026-01-31 03:22:20.888802,139335742,4711000,96800,144143542,80300,2026-01-30,-399100,-0.2856,2026,-399100,-0.2856
Borough of West Homestead,863,2026-01-30,2026-02-02 20:52:49.305508,139335742,4711000,96800,144143542,80300,2026-02-06,0,0,2026,-399100,-0.2856
Borough of West Homestead,863,2026-02-06,2026-02-08 19:28:09.099809,139335742,4711000,96800,144143542,80300,2026-02-13,0,0,2026,-399100,-0.2856
Borough of West Homestead,863,2026-02-13,2026-02-15 11:34:39.79854,139335742,4711000,96800,144143542,80300,2026-02-13,0,0,2026,-399100,-0.2856
Borough of West Homestead,863,2026-02-20,2026-02-22 21:28:42.47304,139335742,4711000,96800,144143542,80300,2026-02-27,0,0,2026,-399100,-0.2856
Borough of West Homestead,863,2026-02-27,2026-03-01 21:38:57.872061,139335742,4711000,96800,144143542,80300,2026-02-27,0,0,2026,-399100,-0.2856
Borough of West Homestead,863,2026-03-06,2026-03-08 21:39:14.861794,139335742,4711000,96800,144143542,80300,2026-03-06,0,0,2026,-399100,-0.2856
Borough of West Homestead,863,2026-03-20,2026-03-22 21:41:49.339581,139332742,4711000,96800,144140542,80300,2026-03-20,-3000,-0.0022,2026,-402100,-0.2878
Borough of West Homestead,863,2026-03-27,2026-03-29 21:48:32.293275,139332742,4711000,96800,144140542,80300,2026-03-27,0,0,2026,-402100,-0.2878
Borough of West Homestead,863,2026-04-03,2026-04-05 21:48:46.468888,137200349,4711000,96800,142008149,80300,2026-04-03,-2132393,-1.5304,2026,-2534493,-1.8138
Borough of West Homestead,863,2026-04-10,2026-04-12 21:50:41.798401,137200349,4711000,96800,142008149,80300,2026-04-10,0,0,2026,-2534493,-1.8138
Borough of West Homestead,863,2026-04-17,2026-04-19 21:51:36.586162,137200349,4711000,96800,142008149,80300,2026-04-17,0,0,2026,-2534493,-1.8138
Borough of West Mifflin,870,2026-01-09,2026-01-13 16:48:39,982003235,421001700,3340600,1406345535,72400,2026-01-16,NA,NA,2026,0,0
Borough of West Mifflin,870,2026-01-23,2026-01-31 03:22:22.305039,982046435,421001700,3340600,1406388735,72400,2026-01-30,43200,0.0044,2026,43200,0.0044
Borough of West Mifflin,870,2026-01-30,2026-02-02 20:52:50.624519,981121935,420930200,3340600,1405392735,72400,2026-02-06,-924500,-0.0941,2026,-881300,-0.0897
Borough of West Mifflin,870,2026-02-06,2026-02-08 19:28:10.381816,981053435,420998700,3340600,1405392735,72400,2026-02-13,-68500,-0.007,2026,-949800,-0.0967
Borough of West Mifflin,870,2026-02-13,2026-02-15 11:34:41.032307,979944435,420998700,3340600,1404283735,72400,2026-02-13,-1109000,-0.113,2026,-2058800,-0.2097
Borough of West Mifflin,870,2026-02-20,2026-02-22 21:28:43.87913,980032635,420910500,3340600,1404283735,72400,2026-02-27,88200,0.009,2026,-1970600,-0.2007
Borough of West Mifflin,870,2026-02-27,2026-03-01 21:38:59.217922,979852135,420910500,3340600,1404103235,72400,2026-02-27,-180500,-0.0184,2026,-2151100,-0.2191
Borough of West Mifflin,870,2026-03-06,2026-03-08 21:39:16.091054,979215755,420910500,3340600,1403466855,72400,2026-03-06,-636380,-0.0649,2026,-2787480,-0.2839
Borough of West Mifflin,870,2026-03-20,2026-03-22 21:41:50.683738,979213455,420910500,3340600,1403464555,72400,2026-03-20,-2300,-2e-4,2026,-2789780,-0.2841
Borough of West Mifflin,870,2026-03-27,2026-03-29 21:48:33.646347,979213455,420910500,3340600,1403464555,72400,2026-03-27,0,0,2026,-2789780,-0.2841
Borough of West Mifflin,870,2026-04-03,2026-04-05 21:48:47.80363,978759155,420910500,3340600,1403010255,72400,2026-04-03,-454300,-0.0464,2026,-3244080,-0.3304
Borough of West Mifflin,870,2026-04-10,2026-04-12 21:50:43.161359,976815155,421167000,3340600,1401322755,72400,2026-04-10,-1944000,-0.1986,2026,-5188080,-0.5283
Borough of West Mifflin,870,2026-04-17,2026-04-19 21:51:37.738917,976759055,421223100,3340600,1401322755,72400,2026-04-17,-56100,-0.0057,2026,-5244180,-0.534
Borough of West View,864,2026-01-09,2026-01-13 16:48:40,316586607,29154300,450600,346191507,98150,2026-01-16,NA,NA,2026,0,0
Borough of West View,864,2026-01-23,2026-01-31 03:22:23.711457,316586607,29154300,450600,346191507,98150,2026-01-30,0,0,2026,0,0
Borough of West View,864,2026-01-30,2026-02-02 20:52:51.967052,316586607,29154300,450600,346191507,98150,2026-02-06,0,0,2026,0,0
Borough of West View,864,2026-02-06,2026-02-08 19:28:11.69292,316586607,29154300,450600,346191507,98150,2026-02-13,0,0,2026,0,0
Borough of West View,864,2026-02-13,2026-02-15 11:34:42.270503,316586607,29154300,450600,346191507,98150,2026-02-13,0,0,2026,0,0
Borough of West View,864,2026-02-20,2026-02-22 21:28:45.284511,316586607,29154300,450600,346191507,98150,2026-02-27,0,0,2026,0,0
Borough of West View,864,2026-02-27,2026-03-01 21:39:00.581443,316586607,29154300,450600,346191507,98150,2026-02-27,0,0,2026,0,0
Borough of West View,864,2026-03-06,2026-03-08 21:39:17.3084,316520807,29154300,450600,346125707,98100,2026-03-06,-65800,-0.0208,2026,-65800,-0.0208
Borough of West View,864,2026-03-20,2026-03-22 21:41:52.041549,316520807,29154300,450600,346125707,98100,2026-03-20,0,0,2026,-65800,-0.0208
Borough of West View,864,2026-03-27,2026-03-29 21:48:35.041904,316520807,29154300,450600,346125707,98100,2026-03-27,0,0,2026,-65800,-0.0208
Borough of West View,864,2026-04-03,2026-04-05 21:48:49.127492,316516207,29154300,450600,346121107,98100,2026-04-03,-4600,-0.0015,2026,-70400,-0.0222
Borough of West View,864,2026-04-10,2026-04-12 21:50:44.506985,316516207,29154300,450600,346121107,98100,2026-04-10,0,0,2026,-70400,-0.0222
Borough of West View,864,2026-04-17,2026-04-19 21:51:38.923933,316516207,29154300,450600,346121107,98100,2026-04-17,0,0,2026,-70400,-0.0222
Borough of Whitaker,865,2026-01-09,2026-01-13 16:48:42,30957754,2439200,13300,33410254,47400,2026-01-16,NA,NA,2026,0,0
Borough of Whitaker,865,2026-01-23,2026-01-31 03:22:25.17565,30957754,2439200,13300,33410254,47400,2026-01-30,0,0,2026,0,0
Borough of Whitaker,865,2026-01-30,2026-02-02 20:52:53.32063,30957754,2439200,13300,33410254,47400,2026-02-06,0,0,2026,0,0
Borough of Whitaker,865,2026-02-06,2026-02-08 19:28:12.969616,30957754,2439200,13300,33410254,47400,2026-02-13,0,0,2026,0,0
Borough of Whitaker,865,2026-02-13,2026-02-15 11:34:43.466325,30957754,2439200,13300,33410254,47400,2026-02-13,0,0,2026,0,0
Borough of Whitaker,865,2026-02-20,2026-02-22 21:28:46.649857,30957754,2439200,13300,33410254,47400,2026-02-27,0,0,2026,0,0
Borough of Whitaker,865,2026-02-27,2026-03-01 21:39:01.916714,30957754,2439200,13300,33410254,47400,2026-02-27,0,0,2026,0,0
Borough of Whitaker,865,2026-03-06,2026-03-08 21:39:18.483675,30957754,2439200,13300,33410254,47400,2026-03-06,0,0,2026,0,0
Borough of Whitaker,865,2026-03-20,2026-03-22 21:41:53.424849,30957754,2439200,13300,33410254,47400,2026-03-20,0,0,2026,0,0
Borough of Whitaker,865,2026-03-27,2026-03-29 21:48:36.373003,30957754,2439200,13300,33410254,47400,2026-03-27,0,0,2026,0,0
Borough of Whitaker,865,2026-04-03,2026-04-05 21:48:50.433566,30957754,2439200,13300,33410254,47400,2026-04-03,0,0,2026,0,0
Borough of Whitaker,865,2026-04-10,2026-04-12 21:50:45.863934,30957754,2439200,13300,33410254,47400,2026-04-10,0,0,2026,0,0
Borough of Whitaker,865,2026-04-17,2026-04-19 21:51:40.089769,30957054,2439200,13300,33409554,47400,2026-04-17,-700,-0.0023,2026,-700,-0.0023
Borough of White Oak,875,2026-01-09,2026-01-13 16:48:43,376498078,58471400,206900,435176378,79700,2026-01-16,NA,NA,2026,0,0
Borough of White Oak,875,2026-01-23,2026-01-31 03:22:26.60268,376498078,58471400,206900,435176378,79700,2026-01-30,0,0,2026,0,0
Borough of White Oak,875,2026-01-30,2026-02-02 20:52:54.577459,376482878,58471400,206900,435161178,79700,2026-02-06,-15200,-0.004,2026,-15200,-0.004
Borough of White Oak,875,2026-02-06,2026-02-08 19:28:14.306899,376482878,58471400,206900,435161178,79700,2026-02-13,0,0,2026,-15200,-0.004
Borough of White Oak,875,2026-02-13,2026-02-15 11:34:44.699703,376482878,58471400,206900,435161178,79700,2026-02-13,0,0,2026,-15200,-0.004
Borough of White Oak,875,2026-02-20,2026-02-22 21:28:47.994158,376482878,58471400,206900,435161178,79700,2026-02-27,0,0,2026,-15200,-0.004
Borough of White Oak,875,2026-02-27,2026-03-01 21:39:03.252683,376482878,58471400,206900,435161178,79700,2026-02-27,0,0,2026,-15200,-0.004
Borough of White Oak,875,2026-03-06,2026-03-08 21:39:19.724039,376342878,58471400,206900,435021178,79700,2026-03-06,-140000,-0.0372,2026,-155200,-0.0412
Borough of White Oak,875,2026-03-20,2026-03-22 21:41:54.794222,376342878,58471400,206900,435021178,79700,2026-03-20,0,0,2026,-155200,-0.0412
Borough of White Oak,875,2026-03-27,2026-03-29 21:48:37.742878,376342878,58471400,206900,435021178,79700,2026-03-27,0,0,2026,-155200,-0.0412
